datetime,openPrice,closePrice,highPrice,lowPrice
201803130849,993785,993719,993972,993560
201803130850,993719,992863,993719,992556
201803130851,992863,991772,994130,991715
201803130852,991772,992805,993137,991726
201803130853,992805,991495,992805,991341
201803130854,991495,990995,991959,990469
201803130855,990995,987527,991609,987514
201803130856,987560,990321,990352,987152
201803130857,990321,990265,990692,989771
201803130858,990265,989628,990265,988858
201803130859,989628,988997,989628,987995
201803130900,988997,988443,989023,988443
201803130901,988443,991089,991203,987902
201803130902,991089,991240,991317,990224
201803130903,991438,991808,992307,991250
201803130904,991808,994593,994606,991808
201803130905,994593,994427,995193,994183
201803130906,994427,993690,994427,993196
201803130907,993315,993622,994707,993315
